probe,iters,unroll,elapsed_ns,ns_per_op,approx_gops
add_dep_u64,5000,32,92708,0.579425,1.725849
fadd_dep_f64,5000,32,278000,1.737500,0.575540
fmadd_dep_f64,5000,32,370667,2.316669,0.431654
load_store_chain_u64,5000,96,199000,0.414583,2.412060
shuffle_lane_cross_u64,5000,32,375791,2.348694,0.425769
atomic_add_relaxed_u64,5000,32,626209,3.913806,0.255506
transcendental_sin_cos_f64,5000,8,1394375,34.859375,0.028687
