probe,iters,unroll,elapsed_ns,ns_per_op,approx_gops
add_dep_u64,5000,32,92542,0.578388,1.728945
fadd_dep_f64,5000,32,277750,1.735937,0.576058
fmadd_dep_f64,5000,32,370459,2.315369,0.431897
load_store_chain_u64,5000,96,435167,0.906598,1.103025
shuffle_lane_cross_u64,5000,32,375084,2.344275,0.426571
atomic_add_relaxed_u64,5000,32,625667,3.910419,0.255727
transcendental_sin_cos_f64,5000,8,1390792,34.769800,0.028761
