lane,backend,format,bit_width,metric,unit,median,p90,warmup_excluded,artifact,notes
metal,agx_format_counter_deltas,fp8_e5m2,8,vs_float32_gpu_write_bandwidth_p99_delta_pct,pct,0.535,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=fp8_e5m2, baseline_p99_pct=3.927, variant_p99_pct=4.462"
metal,agx_format_counter_deltas,fp8_e5m2,8,vs_float32_llc_utilization_avg_ratio,ratio,1.171,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=fp8_e5m2, baseline_avg_pct=0.299, variant_avg_pct=0.350"
metal,agx_format_counter_deltas,fp8_e5m2,8,vs_float32_llc_utilization_p99_delta_pct,pct,0.969,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=fp8_e5m2, baseline_p99_pct=7.285, variant_p99_pct=8.254"
metal,agx_format_counter_deltas,fp8_e5m2,8,vs_float32_top_performance_limiter_avg_ratio,ratio,1.392,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=fp8_e5m2, baseline_avg_pct=0.898, variant_avg_pct=1.250"
metal,agx_format_counter_deltas,fp8_e5m2,8,vs_float32_top_performance_limiter_p99_delta_pct,pct,4.406,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=fp8_e5m2, baseline_p99_pct=31.994, variant_p99_pct=36.400"
metal,agx_format_counter_deltas,fp8_e5m2,8,vs_float32_total_occupancy_avg_ratio,ratio,1.332,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=fp8_e5m2, baseline_avg_pct=0.989, variant_avg_pct=1.317"
metal,agx_format_counter_deltas,fp8_e5m2,8,vs_float32_total_occupancy_p99_delta_pct,pct,11.287,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=fp8_e5m2, baseline_p99_pct=41.973, variant_p99_pct=53.260"
metal,agx_format_counter_deltas,int8,8,vs_float32_alu_utilization_avg_ratio,ratio,0.972,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=int8, baseline_avg_pct=0.496, variant_avg_pct=0.482"
metal,agx_format_counter_deltas,int8,8,vs_float32_alu_utilization_p99_delta_pct,pct,-1.150,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=int8, baseline_p99_pct=15.229, variant_p99_pct=14.079"
metal,agx_format_counter_deltas,int8,8,vs_float32_compute_occupancy_avg_ratio,ratio,0.889,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=int8, baseline_avg_pct=0.027, variant_avg_pct=0.024"
metal,agx_format_counter_deltas,int8,8,vs_float32_compute_occupancy_p99_delta_pct,pct,-0.001,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=int8, baseline_p99_pct=0.043, variant_p99_pct=0.042"
metal,agx_format_counter_deltas,int8,8,vs_float32_f16_utilization_avg_ratio,ratio,0.985,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=int8, baseline_avg_pct=0.135, variant_avg_pct=0.133"
metal,agx_format_counter_deltas,int8,8,vs_float32_f16_utilization_p99_delta_pct,pct,-0.314,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=int8, baseline_p99_pct=3.216, variant_p99_pct=2.902"
metal,agx_format_counter_deltas,int8,8,vs_float32_f32_utilization_avg_ratio,ratio,0.914,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=int8, baseline_avg_pct=0.093, variant_avg_pct=0.085"
metal,agx_format_counter_deltas,int8,8,vs_float32_f32_utilization_p99_delta_pct,pct,-0.365,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=int8, baseline_p99_pct=3.027, variant_p99_pct=2.662"
metal,agx_format_counter_deltas,int8,8,vs_float32_fragment_occupancy_avg_ratio,ratio,0.961,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=int8, baseline_avg_pct=0.845, variant_avg_pct=0.812"
metal,agx_format_counter_deltas,int8,8,vs_float32_fragment_occupancy_p99_delta_pct,pct,-2.039,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=int8, baseline_p99_pct=35.375, variant_p99_pct=33.336"
metal,agx_format_counter_deltas,int8,8,vs_float32_gpu_read_bandwidth_avg_ratio,ratio,0.966,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=int8, baseline_avg_pct=0.232, variant_avg_pct=0.224"
metal,agx_format_counter_deltas,int8,8,vs_float32_gpu_read_bandwidth_p99_delta_pct,pct,-0.090,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=int8, baseline_p99_pct=5.908, variant_p99_pct=5.818"
metal,agx_format_counter_deltas,int8,8,vs_float32_gpu_write_bandwidth_avg_ratio,ratio,0.946,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=int8, baseline_avg_pct=0.184, variant_avg_pct=0.174"
metal,agx_format_counter_deltas,int8,8,vs_float32_gpu_write_bandwidth_p99_delta_pct,pct,-0.116,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=int8, baseline_p99_pct=3.927, variant_p99_pct=3.811"
metal,agx_format_counter_deltas,int8,8,vs_float32_llc_utilization_avg_ratio,ratio,0.973,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=int8, baseline_avg_pct=0.299, variant_avg_pct=0.291"
metal,agx_format_counter_deltas,int8,8,vs_float32_llc_utilization_p99_delta_pct,pct,-0.720,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=int8, baseline_p99_pct=7.285, variant_p99_pct=6.565"
metal,agx_format_counter_deltas,int8,8,vs_float32_top_performance_limiter_avg_ratio,ratio,0.965,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=int8, baseline_avg_pct=0.898, variant_avg_pct=0.867"
metal,agx_format_counter_deltas,int8,8,vs_float32_top_performance_limiter_p99_delta_pct,pct,-1.421,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=int8, baseline_p99_pct=31.994, variant_p99_pct=30.573"
metal,agx_format_counter_deltas,int8,8,vs_float32_total_occupancy_avg_ratio,ratio,0.951,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=int8, baseline_avg_pct=0.989, variant_avg_pct=0.941"
metal,agx_format_counter_deltas,int8,8,vs_float32_total_occupancy_p99_delta_pct,pct,-2.246,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=int8, baseline_p99_pct=41.973, variant_p99_pct=39.727"
metal,agx_format_counter_deltas,mxfp4,4,vs_float32_alu_utilization_avg_ratio,ratio,1.639,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp4, baseline_avg_pct=0.496, variant_avg_pct=0.813"
metal,agx_format_counter_deltas,mxfp4,4,vs_float32_alu_utilization_p99_delta_pct,pct,4.620,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp4, baseline_p99_pct=15.229, variant_p99_pct=19.849"
metal,agx_format_counter_deltas,mxfp4,4,vs_float32_compute_occupancy_avg_ratio,ratio,5.778,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp4, baseline_avg_pct=0.027, variant_avg_pct=0.156"
metal,agx_format_counter_deltas,mxfp4,4,vs_float32_compute_occupancy_p99_delta_pct,pct,0.338,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp4, baseline_p99_pct=0.043, variant_p99_pct=0.381"
metal,agx_format_counter_deltas,mxfp4,4,vs_float32_f16_utilization_avg_ratio,ratio,1.341,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp4, baseline_avg_pct=0.135, variant_avg_pct=0.181"
metal,agx_format_counter_deltas,mxfp4,4,vs_float32_f16_utilization_p99_delta_pct,pct,2.613,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp4, baseline_p99_pct=3.216, variant_p99_pct=5.829"
metal,agx_format_counter_deltas,mxfp4,4,vs_float32_f32_utilization_avg_ratio,ratio,1.366,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp4, baseline_avg_pct=0.093, variant_avg_pct=0.127"
metal,agx_format_counter_deltas,mxfp4,4,vs_float32_f32_utilization_p99_delta_pct,pct,1.659,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp4, baseline_p99_pct=3.027, variant_p99_pct=4.686"
metal,agx_format_counter_deltas,mxfp4,4,vs_float32_fragment_occupancy_avg_ratio,ratio,1.428,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp4, baseline_avg_pct=0.845, variant_avg_pct=1.207"
metal,agx_format_counter_deltas,mxfp4,4,vs_float32_fragment_occupancy_p99_delta_pct,pct,19.425,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp4, baseline_p99_pct=35.375, variant_p99_pct=54.800"
metal,agx_format_counter_deltas,mxfp4,4,vs_float32_gpu_read_bandwidth_avg_ratio,ratio,1.418,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp4, baseline_avg_pct=0.232, variant_avg_pct=0.329"
metal,agx_format_counter_deltas,mxfp4,4,vs_float32_gpu_read_bandwidth_p99_delta_pct,pct,8.137,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp4, baseline_p99_pct=5.908, variant_p99_pct=14.045"
metal,agx_format_counter_deltas,mxfp4,4,vs_float32_gpu_write_bandwidth_avg_ratio,ratio,1.299,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp4, baseline_avg_pct=0.184, variant_avg_pct=0.239"
metal,agx_format_counter_deltas,mxfp4,4,vs_float32_gpu_write_bandwidth_p99_delta_pct,pct,1.767,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp4, baseline_p99_pct=3.927, variant_p99_pct=5.694"
metal,agx_format_counter_deltas,mxfp4,4,vs_float32_llc_utilization_avg_ratio,ratio,1.308,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp4, baseline_avg_pct=0.299, variant_avg_pct=0.391"
metal,agx_format_counter_deltas,mxfp4,4,vs_float32_llc_utilization_p99_delta_pct,pct,5.432,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp4, baseline_p99_pct=7.285, variant_p99_pct=12.717"
metal,agx_format_counter_deltas,mxfp4,4,vs_float32_top_performance_limiter_avg_ratio,ratio,1.445,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp4, baseline_avg_pct=0.898, variant_avg_pct=1.298"
metal,agx_format_counter_deltas,mxfp4,4,vs_float32_top_performance_limiter_p99_delta_pct,pct,13.616,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp4, baseline_p99_pct=31.994, variant_p99_pct=45.610"
metal,agx_format_counter_deltas,mxfp4,4,vs_float32_total_occupancy_avg_ratio,ratio,1.915,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp4, baseline_avg_pct=0.989, variant_avg_pct=1.894"
metal,agx_format_counter_deltas,mxfp4,4,vs_float32_total_occupancy_p99_delta_pct,pct,27.241,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp4, baseline_p99_pct=41.973, variant_p99_pct=69.214"
metal,agx_format_counter_deltas,mxfp6,6,vs_float32_alu_utilization_avg_ratio,ratio,2.452,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp6, baseline_avg_pct=0.496, variant_avg_pct=1.216"
metal,agx_format_counter_deltas,mxfp6,6,vs_float32_alu_utilization_p99_delta_pct,pct,16.046,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp6, baseline_p99_pct=15.229, variant_p99_pct=31.275"
metal,agx_format_counter_deltas,mxfp6,6,vs_float32_compute_occupancy_avg_ratio,ratio,6.074,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp6, baseline_avg_pct=0.027, variant_avg_pct=0.164"
metal,agx_format_counter_deltas,mxfp6,6,vs_float32_compute_occupancy_p99_delta_pct,pct,0.327,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp6, baseline_p99_pct=0.043, variant_p99_pct=0.370"
metal,agx_format_counter_deltas,mxfp6,6,vs_float32_f16_utilization_avg_ratio,ratio,1.815,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp6, baseline_avg_pct=0.135, variant_avg_pct=0.245"
metal,agx_format_counter_deltas,mxfp6,6,vs_float32_f16_utilization_p99_delta_pct,pct,5.493,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp6, baseline_p99_pct=3.216, variant_p99_pct=8.709"
metal,agx_format_counter_deltas,mxfp6,6,vs_float32_f32_utilization_avg_ratio,ratio,2.011,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp6, baseline_avg_pct=0.093, variant_avg_pct=0.187"
metal,agx_format_counter_deltas,mxfp6,6,vs_float32_f32_utilization_p99_delta_pct,pct,2.017,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp6, baseline_p99_pct=3.027, variant_p99_pct=5.044"
metal,agx_format_counter_deltas,mxfp6,6,vs_float32_fragment_occupancy_avg_ratio,ratio,2.122,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp6, baseline_avg_pct=0.845, variant_avg_pct=1.793"
metal,agx_format_counter_deltas,mxfp6,6,vs_float32_fragment_occupancy_p99_delta_pct,pct,18.995,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp6, baseline_p99_pct=35.375, variant_p99_pct=54.370"
metal,agx_format_counter_deltas,mxfp6,6,vs_float32_gpu_read_bandwidth_avg_ratio,ratio,1.772,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp6, baseline_avg_pct=0.232, variant_avg_pct=0.411"
metal,agx_format_counter_deltas,mxfp6,6,vs_float32_gpu_read_bandwidth_p99_delta_pct,pct,5.604,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp6, baseline_p99_pct=5.908, variant_p99_pct=11.512"
metal,agx_format_counter_deltas,mxfp6,6,vs_float32_gpu_write_bandwidth_avg_ratio,ratio,1.582,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp6, baseline_avg_pct=0.184, variant_avg_pct=0.291"
metal,agx_format_counter_deltas,mxfp6,6,vs_float32_gpu_write_bandwidth_p99_delta_pct,pct,1.917,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp6, baseline_p99_pct=3.927, variant_p99_pct=5.844"
metal,agx_format_counter_deltas,mxfp6,6,vs_float32_llc_utilization_avg_ratio,ratio,1.649,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp6, baseline_avg_pct=0.299, variant_avg_pct=0.493"
metal,agx_format_counter_deltas,mxfp6,6,vs_float32_llc_utilization_p99_delta_pct,pct,3.364,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp6, baseline_p99_pct=7.285, variant_p99_pct=10.649"
metal,agx_format_counter_deltas,mxfp6,6,vs_float32_top_performance_limiter_avg_ratio,ratio,2.088,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp6, baseline_avg_pct=0.898, variant_avg_pct=1.875"
metal,agx_format_counter_deltas,mxfp6,6,vs_float32_top_performance_limiter_p99_delta_pct,pct,18.530,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp6, baseline_p99_pct=31.994, variant_p99_pct=50.524"
metal,agx_format_counter_deltas,mxfp6,6,vs_float32_total_occupancy_avg_ratio,ratio,2.644,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp6, baseline_avg_pct=0.989, variant_avg_pct=2.615"
metal,agx_format_counter_deltas,mxfp6,6,vs_float32_total_occupancy_p99_delta_pct,pct,17.753,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp6, baseline_p99_pct=41.973, variant_p99_pct=59.726"
metal,agx_format_counter_deltas,mxfp8,8,vs_float32_alu_utilization_avg_ratio,ratio,1.659,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp8, baseline_avg_pct=0.496, variant_avg_pct=0.823"
metal,agx_format_counter_deltas,mxfp8,8,vs_float32_alu_utilization_p99_delta_pct,pct,2.988,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp8, baseline_p99_pct=15.229, variant_p99_pct=18.217"
metal,agx_format_counter_deltas,mxfp8,8,vs_float32_compute_occupancy_avg_ratio,ratio,6.296,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp8, baseline_avg_pct=0.027, variant_avg_pct=0.170"
metal,agx_format_counter_deltas,mxfp8,8,vs_float32_compute_occupancy_p99_delta_pct,pct,0.334,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp8, baseline_p99_pct=0.043, variant_p99_pct=0.377"
metal,agx_format_counter_deltas,mxfp8,8,vs_float32_f16_utilization_avg_ratio,ratio,1.215,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp8, baseline_avg_pct=0.135, variant_avg_pct=0.164"
metal,agx_format_counter_deltas,mxfp8,8,vs_float32_f16_utilization_p99_delta_pct,pct,1.369,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp8, baseline_p99_pct=3.216, variant_p99_pct=4.585"
metal,agx_format_counter_deltas,mxfp8,8,vs_float32_f32_utilization_avg_ratio,ratio,1.398,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp8, baseline_avg_pct=0.093, variant_avg_pct=0.130"
metal,agx_format_counter_deltas,mxfp8,8,vs_float32_f32_utilization_p99_delta_pct,pct,0.931,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp8, baseline_p99_pct=3.027, variant_p99_pct=3.958"
metal,agx_format_counter_deltas,mxfp8,8,vs_float32_fragment_occupancy_avg_ratio,ratio,1.324,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp8, baseline_avg_pct=0.845, variant_avg_pct=1.119"
metal,agx_format_counter_deltas,mxfp8,8,vs_float32_fragment_occupancy_p99_delta_pct,pct,16.464,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp8, baseline_p99_pct=35.375, variant_p99_pct=51.839"
metal,agx_format_counter_deltas,mxfp8,8,vs_float32_gpu_read_bandwidth_avg_ratio,ratio,1.375,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp8, baseline_avg_pct=0.232, variant_avg_pct=0.319"
metal,agx_format_counter_deltas,mxfp8,8,vs_float32_gpu_read_bandwidth_p99_delta_pct,pct,5.020,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp8, baseline_p99_pct=5.908, variant_p99_pct=10.928"
metal,agx_format_counter_deltas,mxfp8,8,vs_float32_gpu_write_bandwidth_avg_ratio,ratio,1.152,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp8, baseline_avg_pct=0.184, variant_avg_pct=0.212"
metal,agx_format_counter_deltas,mxfp8,8,vs_float32_gpu_write_bandwidth_p99_delta_pct,pct,1.032,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp8, baseline_p99_pct=3.927, variant_p99_pct=4.959"
metal,agx_format_counter_deltas,mxfp8,8,vs_float32_llc_utilization_avg_ratio,ratio,1.264,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp8, baseline_avg_pct=0.299, variant_avg_pct=0.378"
metal,agx_format_counter_deltas,mxfp8,8,vs_float32_llc_utilization_p99_delta_pct,pct,3.138,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp8, baseline_p99_pct=7.285, variant_p99_pct=10.423"
metal,agx_format_counter_deltas,mxfp8,8,vs_float32_top_performance_limiter_avg_ratio,ratio,1.448,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp8, baseline_avg_pct=0.898, variant_avg_pct=1.300"
metal,agx_format_counter_deltas,mxfp8,8,vs_float32_top_performance_limiter_p99_delta_pct,pct,15.114,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp8, baseline_p99_pct=31.994, variant_p99_pct=47.108"
metal,agx_format_counter_deltas,mxfp8,8,vs_float32_total_occupancy_avg_ratio,ratio,1.716,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp8, baseline_avg_pct=0.989, variant_avg_pct=1.697"
metal,agx_format_counter_deltas,mxfp8,8,vs_float32_total_occupancy_p99_delta_pct,pct,37.281,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxfp8, baseline_p99_pct=41.973, variant_p99_pct=79.254"
metal,agx_format_counter_deltas,mxint8,8,vs_float32_alu_utilization_avg_ratio,ratio,0.375,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxint8, baseline_avg_pct=0.496, variant_avg_pct=0.186"
metal,agx_format_counter_deltas,mxint8,8,vs_float32_alu_utilization_p99_delta_pct,pct,-14.996,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxint8, baseline_p99_pct=15.229, variant_p99_pct=0.233"
metal,agx_format_counter_deltas,mxint8,8,vs_float32_compute_occupancy_avg_ratio,ratio,5.111,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxint8, baseline_avg_pct=0.027, variant_avg_pct=0.138"
metal,agx_format_counter_deltas,mxint8,8,vs_float32_compute_occupancy_p99_delta_pct,pct,0.291,,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counter_deltas.csv,"format_variant=mxint8, baseline_p99_pct=0.043, variant_p99_pct=0.334"
