probe,iters,unroll,elapsed_ns,ns_per_op,approx_gops
add_dep_u64,500000,32,7110333,0.444396,2.250246
fadd_dep_f64,500000,32,20155708,1.259732,0.793820
fmadd_dep_f64,500000,32,26891042,1.680690,0.594994
