probe,iters,unroll,elapsed_ns,ns_per_op,approx_gops
add_dep_u64,500000,32,8367209,0.522951,1.912227
fadd_dep_f64,500000,32,25207250,1.575453,0.634738
fmadd_dep_f64,500000,32,33600875,2.100055,0.476178
