timestamp_utc,step,status,artifact
2026-04-02T06:08:57Z,root_perf_stack,ok,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_root_perf_tranche_20260401_230829/artifacts
2026-04-02T06:08:57Z,collect_remote_artifacts,ok,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_root_perf_tranche_20260401_230829/artifacts
