lane,probe_group,probe_name,status,profile,mode,elements,local_size,workgroups_x,build_ns,dispatch_ns,kernel_ns,read_ns,checksum,device_name,platform_name,artifact
opencl,depchain_add,depchain_add,ok,size,scalar_f32,4096,64,64,6874472,,9991613,3297334,-696898287454081973172991196020261297061888.000000000,AMD PALM (DRM 2.51.0 / 6.18.20-x64v1-xanmod1),rusticl,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_opencl_probe_suite_20260401_232535/runs/depchain_add.raw.log
opencl,depchain_mul,depchain_mul,ok,size,scalar_f32,4096,64,64,11179110,,15424991,8737727,-1430922242132932027076381382588506308608.000000000,AMD PALM (DRM 2.51.0 / 6.18.20-x64v1-xanmod1),rusticl,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_opencl_probe_suite_20260401_232535/runs/depchain_mul.raw.log
opencl,depchain_add,depchain_add,ok,noopt,scalar_f32,4096,64,64,53031064,,14773244,9783892,-1140552259161834551129926986516611989504.000000000,AMD PALM (DRM 2.51.0 / 6.18.20-x64v1-xanmod1),rusticl,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_opencl_probe_suite_20260401_232535/runs/depchain_add.raw.log
opencl,depchain_mul,depchain_mul,ok,noopt,scalar_f32,4096,64,64,92619566,,17155021,9997431,-473678940364481199874494040888594923520.000000000,AMD PALM (DRM 2.51.0 / 6.18.20-x64v1-xanmod1),rusticl,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_opencl_probe_suite_20260401_232535/runs/depchain_mul.raw.log
opencl,throughput_vec4,throughput_vec4_mad,ok,size,vec4_f32,4096,64,64,27234596,,855832701,12036998,-1667152412135774076702238261879553130496.000000000,AMD PALM (DRM 2.51.0 / 6.18.20-x64v1-xanmod1),rusticl,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_opencl_probe_suite_20260401_232535/runs/throughput_vec4_mad.raw.log
opencl,throughput_vec4,throughput_vec4_mad,ok,noopt,vec4_f32,4096,64,64,152334343,,604565269,14637157,-4138149159952419788824112558443857969152.000000000,AMD PALM (DRM 2.51.0 / 6.18.20-x64v1-xanmod1),rusticl,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_opencl_probe_suite_20260401_232535/runs/throughput_vec4_mad.raw.log
