timestamp_utc,step,status,phase,name,artifact_dir
2026-03-30T20:02:20Z,1,ok,A,sudo_prime,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_raw_20260330_analysis/steps/01_sudo_prime
2026-03-30T20:02:20Z,2,ok,A,sudo_keepalive_start,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_raw_20260330_analysis/steps/02_sudo_keepalive_start
2026-03-30T20:02:22Z,3,ok,A,machine_stamp,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_raw_20260330_analysis/steps/03_machine_stamp
2026-03-30T20:02:22Z,4,ok,A,tool_matrix,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_raw_20260330_analysis/steps/04_tool_matrix
2026-03-30T20:02:24Z,5,ok,A,package_inventory,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_raw_20260330_analysis/steps/05_package_inventory
2026-03-30T20:02:24Z,6,ok,A,capabilities_json,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_raw_20260330_analysis/steps/06_capabilities_json
2026-03-30T20:02:24Z,7,ok,B,cpu_family_matrix,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_raw_20260330_analysis/steps/07_cpu_family_matrix
2026-03-30T20:02:24Z,8,ok,B,cpu_probe_inventory,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_raw_20260330_analysis/steps/08_cpu_probe_inventory
2026-03-30T20:02:24Z,9,ok,B,compile_matrix_define,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_raw_20260330_analysis/steps/09_compile_matrix_define
2026-03-30T20:02:25Z,10,ok,B,build_cpu_matrix,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_raw_20260330_analysis/steps/10_build_cpu_matrix
2026-03-30T20:02:25Z,11,ok,B,disassemble_cpu_matrix,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_raw_20260330_analysis/steps/11_disassemble_cpu_matrix
