lane,probe_group,probe_name,status,profile,mode,elements,local_size,workgroups_x,build_ns,dispatch_ns,kernel_ns,read_ns,checksum,device_name,platform_name,artifact
opencl,depchain_add,depchain_add,ok,noopt,scalar_f32,4096,64,64,8496113,,12953908,4210054,-473678940364481199874494040888594923520.000000000,AMD PALM (DRM 2.51.0 / 6.18.20-x64v1-xanmod1),rusticl,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_opencl_probe_suite_20260401_232900_noopt/runs/depchain_add.raw.log
opencl,depchain_mul,depchain_mul,ok,noopt,scalar_f32,4096,64,64,7949614,,20055873,8033442,-473678940364481199874494040888594923520.000000000,AMD PALM (DRM 2.51.0 / 6.18.20-x64v1-xanmod1),rusticl,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_opencl_probe_suite_20260401_232900_noopt/runs/depchain_mul.raw.log
opencl,throughput_vec4,throughput_vec4_mad,ok,noopt,vec4_f32,4096,64,64,19297425,,556655633,5981464,-2210347942808454831786892494260473430016.000000000,AMD PALM (DRM 2.51.0 / 6.18.20-x64v1-xanmod1),rusticl,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_opencl_probe_suite_20260401_232900_noopt/runs/throughput_vec4_mad.raw.log
