lane,probe_group,probe_name,status,profile,mode,elements,local_size,workgroups_x,build_ns,dispatch_ns,kernel_ns,read_ns,checksum,device_name,platform_name,artifact
opencl,depchain_add,depchain_add,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_opencl_probe_suite_20260401_231340/runs/depchain_add.raw.log
opencl,depchain_mul,depchain_mul,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_opencl_probe_suite_20260401_231340/runs/depchain_mul.raw.log
opencl,throughput_vec4,throughput_vec4_mad,ok,default,vec4_f32,4096,64,,16165370,,287998642,4838814,-1667152412135774076702238261879553130496.000000000,AMD PALM (DRM 2.51.0 / 6.18.20-x64v1-xanmod1),rusticl,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_opencl_probe_suite_20260401_231340/runs/throughput_vec4_mad.raw.log
