probe,iters,unroll,elapsed_ns,ns_per_op,approx_gops
add_dep_u64,500000,32,14624750,0.914047,1.094036
fadd_dep_f64,500000,32,38225834,2.389115,0.418565
fmadd_dep_f64,500000,32,33656292,2.103518,0.475394
