variant,iters,width,elapsed_ns,ns_per_iter,ns_per_element,checksum
baseline,200,1024,37095000,185475.000000,181.127929688,10779883706199008131
threadgroup_heavy,160,1024,35907000,224418.750000,219.158935547,731158474391508932
threadgroup_minimal,192,1024,40370000,210260.416667,205.332438151,1806622991180656120
occupancy_heavy,160,1024,35404000,221275.000000,216.088867188,14337981411528687150
register_pressure,200,1024,43127000,215635.000000,210.581054688,480914064531870774
