trace,template_name,duration_s,end_reason,target_process_name,target_pid,target_exit_status,target_termination_reason,schema_count
gpu_baseline.trace,Metal System Trace,2.123889,Target app exited,sm_apple_metal_probe_host,37931,0,exit(0),114
gpu_occupancy_heavy.trace,Metal System Trace,1.362293,Target app exited,sm_apple_metal_probe_host,38073,0,exit(0),114
gpu_register_pressure.trace,Metal System Trace,0.967447,Target app exited,sm_apple_metal_probe_host,38185,0,exit(0),114
gpu_threadgroup_heavy.trace,Metal System Trace,0.919997,Target app exited,sm_apple_metal_probe_host,37990,0,exit(0),114
gpu_threadgroup_minimal.trace,Metal System Trace,1.083335,Target app exited,sm_apple_metal_probe_host,38037,0,exit(0),114
