trace,schema,rows,export_file
gpu_fmt_int8.trace,metal-gpu-intervals,570,xctrace_gpu_fmt_int8_metal-gpu-intervals.xml
gpu_fmt_int8.trace,metal-gpu-state-intervals,1128,xctrace_gpu_fmt_int8_metal-gpu-state-intervals.xml
gpu_fmt_mxfp4.trace,metal-application-encoders-list,256,xctrace_gpu_fmt_mxfp4_metal-application-encoders-list.xml
gpu_fmt_mxfp4.trace,metal-command-buffer-completed,280,xctrace_gpu_fmt_mxfp4_metal-command-buffer-completed.xml
gpu_fmt_mxfp4.trace,metal-driver-intervals,641,xctrace_gpu_fmt_mxfp4_metal-driver-intervals.xml
gpu_fmt_mxfp4.trace,metal-gpu-intervals,489,xctrace_gpu_fmt_mxfp4_metal-gpu-intervals.xml
gpu_fmt_mxfp4.trace,metal-gpu-state-intervals,955,xctrace_gpu_fmt_mxfp4_metal-gpu-state-intervals.xml
gpu_fmt_mxfp6.trace,metal-application-encoders-list,256,xctrace_gpu_fmt_mxfp6_metal-application-encoders-list.xml
gpu_fmt_mxfp6.trace,metal-command-buffer-completed,360,xctrace_gpu_fmt_mxfp6_metal-command-buffer-completed.xml
gpu_fmt_mxfp6.trace,metal-driver-intervals,1038,xctrace_gpu_fmt_mxfp6_metal-driver-intervals.xml
gpu_fmt_mxfp6.trace,metal-gpu-intervals,1084,xctrace_gpu_fmt_mxfp6_metal-gpu-intervals.xml
gpu_fmt_mxfp6.trace,metal-gpu-state-intervals,1977,xctrace_gpu_fmt_mxfp6_metal-gpu-state-intervals.xml
gpu_fmt_mxfp8.trace,metal-application-encoders-list,256,xctrace_gpu_fmt_mxfp8_metal-application-encoders-list.xml
gpu_fmt_mxfp8.trace,metal-command-buffer-completed,354,xctrace_gpu_fmt_mxfp8_metal-command-buffer-completed.xml
gpu_fmt_mxfp8.trace,metal-driver-intervals,1233,xctrace_gpu_fmt_mxfp8_metal-driver-intervals.xml
gpu_fmt_mxfp8.trace,metal-gpu-intervals,1466,xctrace_gpu_fmt_mxfp8_metal-gpu-intervals.xml
gpu_fmt_mxfp8.trace,metal-gpu-state-intervals,2847,xctrace_gpu_fmt_mxfp8_metal-gpu-state-intervals.xml
gpu_fmt_mxint8.trace,metal-application-encoders-list,256,xctrace_gpu_fmt_mxint8_metal-application-encoders-list.xml
gpu_fmt_mxint8.trace,metal-command-buffer-completed,354,xctrace_gpu_fmt_mxint8_metal-command-buffer-completed.xml
gpu_fmt_mxint8.trace,metal-driver-intervals,1105,xctrace_gpu_fmt_mxint8_metal-driver-intervals.xml
gpu_fmt_mxint8.trace,metal-gpu-intervals,1213,xctrace_gpu_fmt_mxint8_metal-gpu-intervals.xml
gpu_fmt_mxint8.trace,metal-gpu-state-intervals,2328,xctrace_gpu_fmt_mxint8_metal-gpu-state-intervals.xml
gpu_fmt_tf32.trace,metal-application-encoders-list,256,xctrace_gpu_fmt_tf32_metal-application-encoders-list.xml
gpu_fmt_tf32.trace,metal-command-buffer-completed,350,xctrace_gpu_fmt_tf32_metal-command-buffer-completed.xml
gpu_fmt_tf32.trace,metal-driver-intervals,1297,xctrace_gpu_fmt_tf32_metal-driver-intervals.xml
gpu_fmt_tf32.trace,metal-gpu-intervals,1592,xctrace_gpu_fmt_tf32_metal-gpu-intervals.xml
gpu_fmt_tf32.trace,metal-gpu-state-intervals,3071,xctrace_gpu_fmt_tf32_metal-gpu-state-intervals.xml
gpu_fmt_uint8.trace,metal-application-encoders-list,256,xctrace_gpu_fmt_uint8_metal-application-encoders-list.xml
gpu_fmt_uint8.trace,metal-command-buffer-completed,326,xctrace_gpu_fmt_uint8_metal-command-buffer-completed.xml
gpu_fmt_uint8.trace,metal-driver-intervals,661,xctrace_gpu_fmt_uint8_metal-driver-intervals.xml
gpu_fmt_uint8.trace,metal-gpu-intervals,408,xctrace_gpu_fmt_uint8_metal-gpu-intervals.xml
gpu_fmt_uint8.trace,metal-gpu-state-intervals,809,xctrace_gpu_fmt_uint8_metal-gpu-state-intervals.xml
