trace,schema,rows,export_file
gpu_fmt_bfloat16.trace,metal-application-encoders-list,255,xctrace_gpu_fmt_bfloat16_metal-application-encoders-list.xml
gpu_fmt_bfloat16.trace,metal-command-buffer-completed,280,xctrace_gpu_fmt_bfloat16_metal-command-buffer-completed.xml
gpu_fmt_bfloat16.trace,metal-driver-intervals,737,xctrace_gpu_fmt_bfloat16_metal-driver-intervals.xml
gpu_fmt_bfloat16.trace,metal-gpu-intervals,646,xctrace_gpu_fmt_bfloat16_metal-gpu-intervals.xml
gpu_fmt_bfloat16.trace,metal-gpu-state-intervals,1235,xctrace_gpu_fmt_bfloat16_metal-gpu-state-intervals.xml
gpu_fmt_float16.trace,metal-application-encoders-list,256,xctrace_gpu_fmt_float16_metal-application-encoders-list.xml
gpu_fmt_float16.trace,metal-command-buffer-completed,270,xctrace_gpu_fmt_float16_metal-command-buffer-completed.xml
gpu_fmt_float16.trace,metal-driver-intervals,673,xctrace_gpu_fmt_float16_metal-driver-intervals.xml
gpu_fmt_float16.trace,metal-gpu-intervals,538,xctrace_gpu_fmt_float16_metal-gpu-intervals.xml
gpu_fmt_float16.trace,metal-gpu-state-intervals,1041,xctrace_gpu_fmt_float16_metal-gpu-state-intervals.xml
gpu_fmt_float32.trace,metal-application-encoders-list,256,xctrace_gpu_fmt_float32_metal-application-encoders-list.xml
gpu_fmt_float32.trace,metal-command-buffer-completed,297,xctrace_gpu_fmt_float32_metal-command-buffer-completed.xml
gpu_fmt_float32.trace,metal-driver-intervals,683,xctrace_gpu_fmt_float32_metal-driver-intervals.xml
gpu_fmt_float32.trace,metal-gpu-intervals,577,xctrace_gpu_fmt_float32_metal-gpu-intervals.xml
gpu_fmt_float32.trace,metal-gpu-state-intervals,1118,xctrace_gpu_fmt_float32_metal-gpu-state-intervals.xml
gpu_fmt_fp8_e4m3.trace,metal-application-encoders-list,256,xctrace_gpu_fmt_fp8_e4m3_metal-application-encoders-list.xml
gpu_fmt_fp8_e4m3.trace,metal-command-buffer-completed,290,xctrace_gpu_fmt_fp8_e4m3_metal-command-buffer-completed.xml
gpu_fmt_fp8_e4m3.trace,metal-driver-intervals,648,xctrace_gpu_fmt_fp8_e4m3_metal-driver-intervals.xml
gpu_fmt_fp8_e4m3.trace,metal-gpu-intervals,454,xctrace_gpu_fmt_fp8_e4m3_metal-gpu-intervals.xml
gpu_fmt_fp8_e4m3.trace,metal-gpu-state-intervals,891,xctrace_gpu_fmt_fp8_e4m3_metal-gpu-state-intervals.xml
gpu_fmt_fp8_e5m2.trace,metal-application-encoders-list,256,xctrace_gpu_fmt_fp8_e5m2_metal-application-encoders-list.xml
gpu_fmt_fp8_e5m2.trace,metal-command-buffer-completed,384,xctrace_gpu_fmt_fp8_e5m2_metal-command-buffer-completed.xml
gpu_fmt_fp8_e5m2.trace,metal-driver-intervals,1205,xctrace_gpu_fmt_fp8_e5m2_metal-driver-intervals.xml
gpu_fmt_fp8_e5m2.trace,metal-gpu-intervals,1345,xctrace_gpu_fmt_fp8_e5m2_metal-gpu-intervals.xml
gpu_fmt_fp8_e5m2.trace,metal-gpu-state-intervals,2568,xctrace_gpu_fmt_fp8_e5m2_metal-gpu-state-intervals.xml
gpu_fmt_int8.trace,metal-application-encoders-list,256,xctrace_gpu_fmt_int8_metal-application-encoders-list.xml
gpu_fmt_int8.trace,metal-command-buffer-completed,289,xctrace_gpu_fmt_int8_metal-command-buffer-completed.xml
gpu_fmt_int8.trace,metal-driver-intervals,704,xctrace_gpu_fmt_int8_metal-driver-intervals.xml
