lane,probe_group,probe_name,status,profile,mode,elements,local_size,workgroups_x,build_ns,dispatch_ns,kernel_ns,read_ns,checksum,device_name,platform_name,artifact
vulkan,depchain_add,depchain_add,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_vk_probe_suite_20260402_001434/runs/depchain_add.raw.log
vulkan,depchain_mul,depchain_mul,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_vk_probe_suite_20260402_001434/runs/depchain_mul.raw.log
vulkan,depchain_u8,depchain_u8_add,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_vk_probe_suite_20260402_001434/runs/depchain_u8_add.raw.log
vulkan,depchain_i8,depchain_i8_add,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_vk_probe_suite_20260402_001434/runs/depchain_i8_add.raw.log
vulkan,depchain_u16,depchain_u16_add,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_vk_probe_suite_20260402_001434/runs/depchain_u16_add.raw.log
vulkan,depchain_i16,depchain_i16_add,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_vk_probe_suite_20260402_001434/runs/depchain_i16_add.raw.log
vulkan,depchain_u32,depchain_u32_add,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_vk_probe_suite_20260402_001434/runs/depchain_u32_add.raw.log
vulkan,depchain_i32,depchain_i32_add,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_vk_probe_suite_20260402_001434/runs/depchain_i32_add.raw.log
vulkan,depchain_u64,depchain_u64_add,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_vk_probe_suite_20260402_001434/runs/depchain_u64_add.raw.log
vulkan,depchain_i64,depchain_i64_add,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_vk_probe_suite_20260402_001434/runs/depchain_i64_add.raw.log
vulkan,depchain_uint24,depchain_uint24_mul,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_vk_probe_suite_20260402_001434/runs/depchain_uint24_mul.raw.log
vulkan,depchain_int24,depchain_int24_mul,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_vk_probe_suite_20260402_001434/runs/depchain_int24_mul.raw.log
vulkan,throughput_vec4,throughput_vec4_fma,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_vk_probe_suite_20260402_001434/runs/throughput_vec4_fma.raw.log
