timestamp_utc,step,status,artifact
2026-04-02T06:07:56Z,root_perf_stack,ok,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_root_perf_tranche_20260401_230732/artifacts
2026-04-02T06:07:56Z,collect_remote_artifacts,ok,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_root_perf_tranche_20260401_230732/artifacts
