probe,iters,unroll,elapsed_ns,ns_per_op,approx_gops
add_dep_u64,5000,32,92666,0.579163,1.726631
fadd_dep_f64,5000,32,279167,1.744794,0.573134
fmadd_dep_f64,5000,32,370375,2.314844,0.431995
load_store_chain_u64,5000,96,441250,0.919271,1.087819
shuffle_lane_cross_u64,5000,32,374750,2.342188,0.426951
atomic_add_relaxed_u64,5000,32,697667,4.360419,0.229336
transcendental_sin_cos_f64,5000,8,1407125,35.178125,0.028427
