probe,iters,unroll,elapsed_ns,ns_per_op,approx_gops
add_dep_u64,5000,32,57708,0.360675,2.772579
fadd_dep_f64,5000,32,187625,1.172656,0.852765
fmadd_dep_f64,5000,32,243709,1.523181,0.656521
