probe,iters,unroll,elapsed_ns,ns_per_op,approx_gops
add_dep_u64,5000,32,92625,0.578906,1.727395
fadd_dep_f64,5000,32,278000,1.737500,0.575540
fmadd_dep_f64,5000,32,370500,2.315625,0.431849
load_store_chain_u64,5000,96,414042,0.862587,1.159303
shuffle_lane_cross_u64,5000,32,374916,2.343225,0.426762
atomic_add_relaxed_u64,5000,32,624375,3.902344,0.256256
transcendental_sin_cos_f64,5000,8,1390583,34.764575,0.028765
