node_id,prune
0,0
31,1
32,1
33,1
35,1
43,1
47,1
48,1
50,1
58,1
59,1
60,1
61,1
62,1
64,1
67,1
68,1
72,1
75,1
79,1
83,1
86,1
105,1
119,1
120,1
123,1
126,1
131,1
132,1
133,1
134,1
139,1
140,1
141,1
142,1
143,1
144,1
145,1
147,1
154,1
158,1
159,1
160,1
161,1
177,1
195,1
196,1
198,1
199,1
200,1
201,1
206,1
223,1
237,1
238,1
239,1
240,1
248,1
252,1
254,1
