variant,iters,width,elapsed_ns,ns_per_iter,ns_per_element,checksum
baseline,1,1024,622000,622000.000000,607.421875000,10779883706199008131
threadgroup_heavy,1,1024,609000,609000.000000,594.726562500,4655428490488140507
threadgroup_minimal,1,1024,635000,635000.000000,620.117187500,1806622991180656120
occupancy_heavy,1,1024,580000,580000.000000,566.406250000,14337981411528687150
register_pressure,1,1024,667000,667000.000000,651.367187500,480914064531870774
