trace,schema,rows,export_file
gpu_baseline.trace,metal-application-encoders-list,800,xctrace_gpu_baseline_metal-application-encoders-list.xml
gpu_baseline.trace,metal-command-buffer-completed,822,xctrace_gpu_baseline_metal-command-buffer-completed.xml
gpu_baseline.trace,metal-driver-intervals,1676,xctrace_gpu_baseline_metal-driver-intervals.xml
gpu_baseline.trace,metal-gpu-intervals,902,xctrace_gpu_baseline_metal-gpu-intervals.xml
gpu_baseline.trace,metal-gpu-state-intervals,1793,xctrace_gpu_baseline_metal-gpu-state-intervals.xml
gpu_occupancy_heavy.trace,metal-application-encoders-list,799,xctrace_gpu_occupancy_heavy_metal-application-encoders-list.xml
gpu_occupancy_heavy.trace,metal-command-buffer-completed,861,xctrace_gpu_occupancy_heavy_metal-command-buffer-completed.xml
gpu_occupancy_heavy.trace,metal-driver-intervals,2017,xctrace_gpu_occupancy_heavy_metal-driver-intervals.xml
gpu_occupancy_heavy.trace,metal-gpu-intervals,1487,xctrace_gpu_occupancy_heavy_metal-gpu-intervals.xml
gpu_occupancy_heavy.trace,metal-gpu-state-intervals,2895,xctrace_gpu_occupancy_heavy_metal-gpu-state-intervals.xml
gpu_register_pressure.trace,metal-application-encoders-list,800,xctrace_gpu_register_pressure_metal-application-encoders-list.xml
gpu_register_pressure.trace,metal-command-buffer-completed,847,xctrace_gpu_register_pressure_metal-command-buffer-completed.xml
gpu_register_pressure.trace,metal-driver-intervals,1849,xctrace_gpu_register_pressure_metal-driver-intervals.xml
gpu_register_pressure.trace,metal-gpu-intervals,1186,xctrace_gpu_register_pressure_metal-gpu-intervals.xml
gpu_register_pressure.trace,metal-gpu-state-intervals,2343,xctrace_gpu_register_pressure_metal-gpu-state-intervals.xml
gpu_threadgroup_heavy.trace,metal-application-encoders-list,800,xctrace_gpu_threadgroup_heavy_metal-application-encoders-list.xml
gpu_threadgroup_heavy.trace,metal-command-buffer-completed,837,xctrace_gpu_threadgroup_heavy_metal-command-buffer-completed.xml
gpu_threadgroup_heavy.trace,metal-driver-intervals,1808,xctrace_gpu_threadgroup_heavy_metal-driver-intervals.xml
gpu_threadgroup_heavy.trace,metal-gpu-intervals,1184,xctrace_gpu_threadgroup_heavy_metal-gpu-intervals.xml
gpu_threadgroup_heavy.trace,metal-gpu-state-intervals,2310,xctrace_gpu_threadgroup_heavy_metal-gpu-state-intervals.xml
gpu_threadgroup_minimal.trace,metal-application-encoders-list,800,xctrace_gpu_threadgroup_minimal_metal-application-encoders-list.xml
gpu_threadgroup_minimal.trace,metal-command-buffer-completed,810,xctrace_gpu_threadgroup_minimal_metal-command-buffer-completed.xml
gpu_threadgroup_minimal.trace,metal-driver-intervals,1630,xctrace_gpu_threadgroup_minimal_metal-driver-intervals.xml
gpu_threadgroup_minimal.trace,metal-gpu-intervals,835,xctrace_gpu_threadgroup_minimal_metal-gpu-intervals.xml
gpu_threadgroup_minimal.trace,metal-gpu-state-intervals,1669,xctrace_gpu_threadgroup_minimal_metal-gpu-state-intervals.xml
