probe,iters,unroll,elapsed_ns,ns_per_op,approx_gops
add_dep_u64,5000,32,81875,0.511719,1.954198
fadd_dep_f64,5000,32,245375,1.533594,0.652063
fmadd_dep_f64,5000,32,327209,2.045056,0.488984
load_store_chain_u64,5000,96,389291,0.811023,1.233011
shuffle_lane_cross_u64,5000,32,330916,2.068225,0.483506
atomic_add_relaxed_u64,5000,32,541959,3.387244,0.295225
transcendental_sin_cos_f64,5000,8,1228042,30.701050,0.032572
