timestamp_utc,step,status,phase,name,artifact_dir
2026-03-31T01:55:18Z,1,skipped_phase,A,sudo_prime,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/01_sudo_prime
2026-03-31T01:55:18Z,2,skipped_phase,A,sudo_keepalive_start,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/02_sudo_keepalive_start
2026-03-31T01:55:18Z,3,skipped_phase,A,machine_stamp,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/03_machine_stamp
2026-03-31T01:55:18Z,4,skipped_phase,A,tool_matrix,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/04_tool_matrix
2026-03-31T01:55:18Z,5,skipped_phase,A,package_inventory,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/05_package_inventory
2026-03-31T01:55:18Z,6,skipped_phase,A,capabilities_json,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/06_capabilities_json
2026-03-31T01:55:18Z,7,skipped_phase,B,cpu_family_matrix,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/07_cpu_family_matrix
2026-03-31T01:55:18Z,8,skipped_phase,B,cpu_probe_inventory,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/08_cpu_probe_inventory
2026-03-31T01:55:18Z,9,skipped_phase,B,compile_matrix_define,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/09_compile_matrix_define
2026-03-31T01:55:18Z,10,skipped_phase,B,build_cpu_matrix,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/10_build_cpu_matrix
2026-03-31T01:55:18Z,11,skipped_phase,B,disassemble_cpu_matrix,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/11_disassemble_cpu_matrix
2026-03-31T01:55:18Z,12,skipped_phase,B,llvm_mca_cpu_matrix,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/12_llvm_mca_cpu_matrix
2026-03-31T01:55:18Z,13,ok,C,cpu_baseline_timing,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/13_cpu_baseline_timing
2026-03-31T01:55:19Z,14,fail,C,hyperfine_cpu_timing,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/14_hyperfine_cpu_timing
2026-03-31T01:55:22Z,15,ok,C,xctrace_cpu_profile,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/15_xctrace_cpu_profile
2026-03-31T01:55:22Z,16,ok,C,dtrace_dtruss_cpu,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/16_dtrace_dtruss_cpu
2026-03-31T01:55:22Z,17,ok,C,powermetrics_cpu,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/17_powermetrics_cpu
2026-03-31T01:55:24Z,18,ok,C,cpu_diagnostics,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/18_cpu_diagnostics
2026-03-31T01:55:25Z,19,ok,D,metal_host_harness_build,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/19_metal_host_harness_build
2026-03-31T01:55:25Z,20,ok,D,metal_variant_matrix_define,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/20_metal_variant_matrix_define
2026-03-31T01:55:27Z,21,ok,D,metal_compile_variants,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/21_metal_compile_variants
2026-03-31T01:55:27Z,22,ok,D,metal_correctness,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/22_metal_correctness
2026-03-31T01:55:28Z,23,ok,D,metal_timing_sweep,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/23_metal_timing_sweep
2026-03-31T01:55:28Z,24,ok,D,publish_metal_matrix,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/24_publish_metal_matrix
2026-03-31T01:55:40Z,25,ok,E,xctrace_gpu_baseline,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/25_xctrace_gpu_baseline
2026-03-31T01:56:13Z,26,ok,E,xctrace_gpu_compare,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/26_xctrace_gpu_compare
2026-03-31T01:56:14Z,27,ok,E,extract_xctrace_metrics,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/27_extract_xctrace_metrics
2026-03-31T01:56:23Z,28,ok,E,host_overhead_capture,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/28_host_overhead_capture
2026-03-31T01:56:23Z,29,ok,E,powermetrics_gpu,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/29_powermetrics_gpu
2026-03-31T01:56:23Z,30,ok,E,counter_latency_report,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/30_counter_latency_report
2026-03-31T01:56:23Z,31,skipped_phase,F,venv_rebuild,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/31_venv_rebuild
2026-03-31T01:56:23Z,32,skipped_phase,F,neural_probe_all,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/32_neural_probe_all
2026-03-31T01:56:23Z,33,skipped_phase,F,model_family_define,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/33_model_family_define
2026-03-31T01:56:23Z,34,skipped_phase,F,coreml_placement_sweep,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/34_coreml_placement_sweep
2026-03-31T01:56:23Z,35,skipped_phase,F,torch_cpu_vs_mps,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/35_torch_cpu_vs_mps
2026-03-31T01:56:23Z,36,skipped_phase,F,mlx_jax_checks,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/36_mlx_jax_checks
2026-03-31T01:56:23Z,37,skipped_phase,G,consolidate_manifest,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/37_consolidate_manifest
2026-03-31T01:56:23Z,38,skipped_phase,G,quality_gates,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/38_quality_gates
2026-03-31T01:56:23Z,39,skipped_phase,G,rerun_failed_snapshot,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/39_rerun_failed_snapshot
2026-03-31T01:56:23Z,40,skipped_phase,G,synthesis_report,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/40_synthesis_report
2026-03-31T01:56:23Z,41,skipped_phase,G,linkage_notes,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/41_linkage_notes
2026-03-31T01:56:23Z,42,skipped_phase,G,sudo_teardown,src/apple_re/results/tranche1_CDE_cache_20260330_185518/steps/42_sudo_teardown
