variant_trace,schema,baseline_density_rps,variant_density_rps,delta_density_rps
gpu_occupancy_heavy.trace,metal-application-encoders-list,534.9790716187183,587.311283065662,52.33221144694369
gpu_occupancy_heavy.trace,metal-command-buffer-completed,687.9830861016717,718.8866518626,30.90356576092836
gpu_occupancy_heavy.trace,metal-driver-intervals,1716.2128617528483,1978.77593743775,262.5630756849016
gpu_occupancy_heavy.trace,metal-gpu-intervals,1508.1060028931668,1919.9713033385597,411.8653004453929
gpu_occupancy_heavy.trace,metal-gpu-state-intervals,2700.57435353129,3379.0612869247166,678.4869333934266
gpu_register_pressure.trace,metal-application-encoders-list,534.9790716187183,405.46033432231866,-129.51873729639965
gpu_register_pressure.trace,metal-command-buffer-completed,687.9830861016717,555.4806580215766,-132.50242808009511
gpu_register_pressure.trace,metal-driver-intervals,1716.2128617528483,1359.3057708155734,-356.9070909372749
gpu_register_pressure.trace,metal-gpu-intervals,1508.1060028931668,1190.5329066539082,-317.5730962392586
gpu_register_pressure.trace,metal-gpu-state-intervals,2700.57435353129,2090.6548488494554,-609.9195046818345
gpu_threadgroup_heavy.trace,metal-application-encoders-list,534.9790716187183,398.1421362443387,-136.8369353743796
gpu_threadgroup_heavy.trace,metal-command-buffer-completed,687.9830861016717,567.0660213342396,-120.91706476743207
gpu_threadgroup_heavy.trace,metal-driver-intervals,1716.2128617528483,1464.5053046584624,-251.70755709438595
gpu_threadgroup_heavy.trace,metal-gpu-intervals,1508.1060028931668,1383.2823156624333,-124.82368723073341
gpu_threadgroup_heavy.trace,metal-gpu-state-intervals,2700.57435353129,2445.1607791626657,-255.41357436862427
gpu_threadgroup_minimal.trace,metal-application-encoders-list,534.9790716187183,649.9810832525644,115.00201163384611
gpu_threadgroup_minimal.trace,metal-command-buffer-completed,687.9830861016717,795.2420071612815,107.25892105960986
gpu_threadgroup_minimal.trace,metal-driver-intervals,1716.2128617528483,1979.4878444509918,263.2749826981435
gpu_threadgroup_minimal.trace,metal-gpu-intervals,1508.1060028931668,1704.5589771661319,196.4529742729651
gpu_threadgroup_minimal.trace,metal-gpu-state-intervals,2700.57435353129,3037.3484711082588,336.7741175769688
