variant,iters,width,elapsed_ns,ns_per_iter,ns_per_element,checksum
baseline,1,1024,1085000,1085000.000000,1059.570312500,10779883706199008131
threadgroup_heavy,1,1024,794000,794000.000000,775.390625000,17167505979350636863
threadgroup_minimal,1,1024,798000,798000.000000,779.296875000,1806622991180656120
occupancy_heavy,1,1024,771000,771000.000000,752.929687500,14337981411528687150
register_pressure,1,1024,780000,780000.000000,761.718750000,480914064531870774
