timestamp_utc,step,status,phase,name,artifact_dir
2026-03-31T03:43:56Z,1,skipped_phase,A,sudo_prime,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/01_sudo_prime
2026-03-31T03:43:56Z,2,skipped_phase,A,sudo_keepalive_start,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/02_sudo_keepalive_start
2026-03-31T03:43:57Z,3,skipped_phase,A,machine_stamp,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/03_machine_stamp
2026-03-31T03:43:57Z,4,skipped_phase,A,tool_matrix,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/04_tool_matrix
2026-03-31T03:43:57Z,5,skipped_phase,A,package_inventory,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/05_package_inventory
2026-03-31T03:43:57Z,6,skipped_phase,A,capabilities_json,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/06_capabilities_json
2026-03-31T03:43:57Z,7,skipped_phase,B,cpu_family_matrix,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/07_cpu_family_matrix
2026-03-31T03:43:57Z,8,skipped_phase,B,cpu_probe_inventory,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/08_cpu_probe_inventory
2026-03-31T03:43:57Z,9,skipped_phase,B,compile_matrix_define,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/09_compile_matrix_define
2026-03-31T03:43:57Z,10,skipped_phase,B,build_cpu_matrix,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/10_build_cpu_matrix
2026-03-31T03:43:57Z,11,skipped_phase,B,disassemble_cpu_matrix,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/11_disassemble_cpu_matrix
2026-03-31T03:43:57Z,12,skipped_phase,B,llvm_mca_cpu_matrix,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/12_llvm_mca_cpu_matrix
2026-03-31T03:43:57Z,13,ok,C,cpu_baseline_timing,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/13_cpu_baseline_timing
2026-03-31T03:43:57Z,14,fail,C,hyperfine_cpu_timing,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/14_hyperfine_cpu_timing
2026-03-31T03:44:00Z,15,ok,C,xctrace_cpu_profile,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/15_xctrace_cpu_profile
2026-03-31T03:45:14Z,16,ok,C,dtrace_dtruss_cpu,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/16_dtrace_dtruss_cpu
2026-03-31T03:45:20Z,17,ok,C,powermetrics_cpu,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/17_powermetrics_cpu
2026-03-31T03:45:21Z,18,ok,C,cpu_diagnostics,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/18_cpu_diagnostics
2026-03-31T03:45:21Z,19,ok,D,metal_host_harness_build,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/19_metal_host_harness_build
2026-03-31T03:45:21Z,20,ok,D,metal_variant_matrix_define,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/20_metal_variant_matrix_define
2026-03-31T03:45:24Z,21,ok,D,metal_compile_variants,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/21_metal_compile_variants
2026-03-31T03:45:25Z,22,ok,D,metal_correctness,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/22_metal_correctness
2026-03-31T03:45:25Z,23,ok,D,metal_timing_sweep,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/23_metal_timing_sweep
2026-03-31T03:45:25Z,24,ok,D,publish_metal_matrix,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/24_publish_metal_matrix
2026-03-31T03:45:39Z,25,ok,E,xctrace_gpu_baseline,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/25_xctrace_gpu_baseline
2026-03-31T03:46:26Z,26,ok,E,xctrace_gpu_compare,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/26_xctrace_gpu_compare
2026-03-31T03:48:28Z,27,ok,E,extract_xctrace_metrics,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_20260330_204356/steps/27_extract_xctrace_metrics
