lane,probe_group,probe_name,status,profile,mode,elements,local_size,workgroups_x,build_ns,dispatch_ns,kernel_ns,read_ns,checksum,device_name,platform_name,artifact
opencl,depchain_add,depchain_add,ok,default,scalar_f32,4096,64,,6808692,,15475831,2881759,-115459418668557055290028211840560821960704.000000000,AMD PALM (DRM 2.51.0 / 6.18.20-x64v1-xanmod1),rusticl,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_opencl_probe_suite_20260401_231451/runs/depchain_add.raw.log
opencl,depchain_mul,depchain_mul,ok,default,scalar_f32,4096,64,,9191533,,7652101,2061994,-115459418668557055290028211840560821960704.000000000,AMD PALM (DRM 2.51.0 / 6.18.20-x64v1-xanmod1),rusticl,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_opencl_probe_suite_20260401_231451/runs/depchain_mul.raw.log
opencl,throughput_vec4,throughput_vec4_mad,ok,default,vec4_f32,4096,64,,12004472,,481641076,7271177,-2575514767468481607194546761856205193216.000000000,AMD PALM (DRM 2.51.0 / 6.18.20-x64v1-xanmod1),rusticl,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_opencl_probe_suite_20260401_231451/runs/throughput_vec4_mad.raw.log
