timestamp_utc,step,status,phase,name,artifact_dir
2026-03-30T20:29:48Z,1,ok,A,sudo_prime,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r1/steps/01_sudo_prime
2026-03-30T20:29:48Z,2,ok,A,sudo_keepalive_start,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r1/steps/02_sudo_keepalive_start
2026-03-30T20:29:52Z,3,ok,A,machine_stamp,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r1/steps/03_machine_stamp
2026-03-30T20:29:52Z,4,ok,A,tool_matrix,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r1/steps/04_tool_matrix
2026-03-30T20:29:54Z,5,ok,A,package_inventory,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r1/steps/05_package_inventory
2026-03-30T20:29:55Z,6,ok,A,capabilities_json,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r1/steps/06_capabilities_json
2026-03-30T20:29:55Z,7,ok,B,cpu_family_matrix,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r1/steps/07_cpu_family_matrix
2026-03-30T20:29:55Z,8,ok,B,cpu_probe_inventory,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r1/steps/08_cpu_probe_inventory
2026-03-30T20:29:55Z,9,ok,B,compile_matrix_define,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r1/steps/09_compile_matrix_define
2026-03-30T20:29:55Z,10,ok,B,build_cpu_matrix,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r1/steps/10_build_cpu_matrix
2026-03-30T20:29:56Z,11,ok,B,disassemble_cpu_matrix,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r1/steps/11_disassemble_cpu_matrix
2026-03-30T20:29:56Z,12,ok,B,llvm_mca_cpu_matrix,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r1/steps/12_llvm_mca_cpu_matrix
2026-03-30T20:29:58Z,13,ok,C,cpu_baseline_timing,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r1/steps/13_cpu_baseline_timing
2026-03-30T20:29:58Z,14,ok,C,hyperfine_cpu_timing,/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_raw_20260330_m1_cuda_grade_r1/steps/14_hyperfine_cpu_timing
