mnemonic,operands,width_bits,element_type,latency_cycles,throughput_cycles,category,extension,source_file,mode_64bit,encoding
MOVNTI,"[m64],r64",0,NA,-1.0000,1.6477,nt_store,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
DEC,[m64],0,NA,0.5012,-1.0000,rmw_unary,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
INC,[m64],0,NA,0.5145,-1.0000,rmw_unary,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
NEG,[m64],0,NA,0.5020,-1.0000,rmw_unary,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
NOT,[m64],0,NA,0.5229,-1.0000,rmw_unary,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
RCL,"r64,$1",0,NA,0.4856,0.4858,shift,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
RCR,"r64,$1",0,NA,0.4858,0.4857,shift,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
ROL,"r64,$1",0,NA,0.4856,0.2428,shift,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
ROL,"r64,$7",0,NA,0.4856,0.2428,shift,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
ROL,"r64,CL",0,NA,0.8451,0.2462,shift,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
ROR,"r64,$1",0,NA,0.4893,0.2428,shift,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
ROR,"r64,$7",0,NA,0.4856,0.2704,shift,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
ROR,"r64,CL",0,NA,0.4857,0.2430,shift,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
SAR,"r64,$1",0,NA,0.4855,0.2428,shift,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
SAR,"r64,$7",0,NA,0.4856,0.2428,shift,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
SAR,"r64,CL",0,NA,0.4856,0.2428,shift,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
SHL,"r64,$1",0,NA,0.4838,0.2422,shift,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
SHL,"r64,$7",0,NA,0.4838,0.2680,shift,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
SHL,"r64,CL",0,NA,0.4838,0.2419,shift,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
SHLD,"r64,r64,$7",0,NA,0.9715,0.7893,shift,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
SHR,"r64,$1",0,NA,0.4840,0.2418,shift,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
SHR,"r64,$7",0,NA,0.4838,0.2909,shift,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
SHR,"r64,CL",0,NA,0.4855,0.2639,shift,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
SHRD,"r64,r64,$7",0,NA,0.9716,0.7894,shift,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
PSLLW,"ymm,xmm(cnt)",256,int16,0.0160,0.1597,shift_reg,x86,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
MOV,"[m64],r64",0,NA,-1.0000,0.5163,store,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
MOV,"[m32],r32",0,NA,-1.0000,0.4879,store,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
MOV,"[m16],r16",0,NA,-1.0000,0.4993,store,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
MOV,"[m8],r8",0,NA,-1.0000,0.4876,store,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
STR-LD,roundtrip,0,NA,0.4868,-1.0000,store,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
REP CMPSB,1 byte,0,NA,-1.0000,8.8979,string,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
REP CMPSB,8 bytes,0,NA,-1.0000,8.4311,string,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
REP CMPSB,64 bytes,0,NA,-1.0000,44.6525,string,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
REP MOVSB,1 byte,0,NA,-1.0000,7.5564,string,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
REP MOVSB,8 bytes,0,NA,-1.0000,6.8751,string,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
REP MOVSB,64 bytes,0,NA,-1.0000,6.8762,string,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
REP STOSB,1 byte,0,NA,-1.0000,4.4205,string,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
REP STOSB,8 bytes,0,NA,-1.0000,4.8131,string,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
REP STOSB,64 bytes,0,NA,-1.0000,4.5012,string,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
FABS,,80,fp80,0.5440,0.4976,x87_arith,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FADD,"st(0),st(0)",80,fp80,3.4034,0.8881,x87_arith,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FCHS,,80,fp80,0.4787,0.4787,x87_arith,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FDIV,"st(0),st(0)",80,fp80,7.2529,2.8742,x87_arith,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FDIVR,"st(0),st(0)",80,fp80,7.0758,2.8305,x87_arith,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FMUL,"st(0),st(0)",80,fp80,3.4128,0.8367,x87_arith,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FRNDINT,,80,fp80,2.4433,0.6891,x87_arith,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FSUB,"st(0),st(0)",80,fp80,3.3765,0.7656,x87_arith,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FSUBR,"st(0),st(0)",80,fp80,3.4063,0.8614,x87_arith,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FADDP,"st(1),st(0)",80,fp80,11.0501,9.9449,x87_arith_p,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FDIVP,"st(1),st(0)",80,fp80,9.5620,-1.0000,x87_arith_p,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FDIVRP,"st(1),st(0)",80,fp80,9.4300,-1.0000,x87_arith_p,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FMULP,"st(1),st(0)",80,fp80,11.0297,-1.0000,x87_arith_p,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FSUBP,"st(1),st(0)",80,fp80,10.9863,-1.0000,x87_arith_p,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FSUBRP,"st(1),st(0)",80,fp80,11.1248,-1.0000,x87_arith_p,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FBLD,m80,80,fp80,28.7756,-1.0000,x87_bcd,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FBSTP,m80,80,fp80,128.8475,-1.0000,x87_bcd,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FCMOVBE,"st(0),st(1)",80,fp80,1.6668,-1.0000,x87_cmov,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FCMOVNBE,"st(0),st(1)",80,fp80,1.9404,-1.0000,x87_cmov,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FCMOVNE,"st(0),st(1)",80,fp80,1.8255,-1.0000,x87_cmov,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FCMOVNU,"st(0),st(1)",80,fp80,1.7282,-1.0000,x87_cmov,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FCMOVU,"st(0),st(1)",80,fp80,1.9390,-1.0000,x87_cmov,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FCOM,st(1),80,fp80,0.4808,-1.0000,x87_cmp,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FCOMI,"st(0),st(1)",80,fp80,0.4808,-1.0000,x87_cmp,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FCOMIP,"st(0),st(1)",80,fp80,48.3970,-1.0000,x87_cmp,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FCOMP,st(1),80,fp80,48.2640,-1.0000,x87_cmp,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FCOMPP,,80,fp80,9.8927,-1.0000,x87_cmp,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FTST,,80,fp80,0.4808,-1.0000,x87_cmp,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FUCOM,st(1),80,fp80,0.4808,-1.0000,x87_cmp,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FUCOMI,"st(0),st(1)",80,fp80,0.5585,-1.0000,x87_cmp,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FUCOMIP,"st(0),st(1)",80,fp80,48.0245,-1.0000,x87_cmp,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FUCOMP,st(1),80,fp80,48.0416,-1.0000,x87_cmp,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FUCOMPP,,80,fp80,10.1075,-1.0000,x87_cmp,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FXAM,,80,fp80,0.2405,-1.0000,x87_cmp,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FLD1,,80,fp80,-1.0000,0.7449,x87_const,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FLDL2E,,80,fp80,-1.0000,0.7177,x87_const,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FLDL2T,,80,fp80,-1.0000,0.7185,x87_const,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FLDLG2,,80,fp80,-1.0000,0.7180,x87_const,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FLDLN2,,80,fp80,-1.0000,0.7180,x87_const,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FLDPI,,80,fp80,-1.0000,0.7367,x87_const,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FLDZ,,80,fp80,-1.0000,0.7165,x87_const,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FDECSTP,,80,fp80,-1.0000,0.1197,x87_ctrl,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FFREE,st(7),80,fp80,-1.0000,0.1197,x87_ctrl,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FINCSTP,,80,fp80,-1.0000,0.1328,x87_ctrl,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FLDCW,m16,80,fp80,-1.0000,0.9544,x87_ctrl,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FLDENV,m,80,fp80,-1.0000,49.7750,x87_ctrl,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FNCLEX,(verify),80,fp80,-1.0000,23.4531,x87_ctrl,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FNCLEX,,80,fp80,-1.0000,23.5888,x87_ctrl,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FNINIT,,80,fp80,-1.0000,45.0250,x87_ctrl,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FNOP,,80,fp80,-1.0000,0.1197,x87_ctrl,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FNSAVE,m,80,fp80,-1.0000,142.8875,x87_ctrl,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FNSTCW,m16,80,fp80,-1.0000,0.9544,x87_ctrl,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FNSTENV,m,80,fp80,-1.0000,52.4000,x87_ctrl,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FNSTSW,m16,80,fp80,-1.0000,8.1288,x87_ctrl,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FNSTSW,AX,80,fp80,-1.0000,9.0694,x87_ctrl,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FRSTOR,m,80,fp80,-1.0000,68.3500,x87_ctrl,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FWAIT,,80,fp80,-1.0000,0.1284,x87_ctrl,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FIADD,m32,80,fp80,3.0384,-1.0000,x87_int_mem,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FICOM,m32,80,fp80,0.9435,-1.0000,x87_int_mem,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FICOMP,m32,80,fp80,0.9441,-1.0000,x87_int_mem,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FIDIV,m32,80,fp80,8.1810,-1.0000,x87_int_mem,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FIDIVR,m32,80,fp80,7.5137,-1.0000,x87_int_mem,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FIMUL,m32,80,fp80,2.9177,-1.0000,x87_int_mem,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FISUB,m32,80,fp80,2.9443,-1.0000,x87_int_mem,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FISUBR,m32,80,fp80,3.0152,-1.0000,x87_int_mem,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FCMOVB,"st(0),st(1)",80,fp80,1.6282,-1.0000,x87_move,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FCMOVE,"st(0),st(1)",80,fp80,1.9406,-1.0000,x87_move,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FCMOVNB,"st(0),st(1)",80,fp80,1.7509,-1.0000,x87_move,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FILD,m32,80,fp80,1.0085,-1.0000,x87_move,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FILD,m64,80,fp80,0.9978,-1.0000,x87_move,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FISTP,m32,80,fp80,-1.0000,0.9576,x87_move,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FLD,st(i),80,fp80,1.0765,0.4763,x87_move,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FLD,m32,80,fp80,6.8454,-1.0000,x87_move,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FLD,m64,80,fp80,6.7537,-1.0000,x87_move,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FLD,m80,80,fp80,7.9801,-1.0000,x87_move,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FST,m32,80,fp80,-1.0000,0.4894,x87_move,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FST,m64,80,fp80,-1.0000,0.4762,x87_move,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FSTP,m80,80,fp80,-1.0000,8.1537,x87_move,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FXCH,st(1),80,fp80,0.1192,0.1191,x87_move,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FPREM,,80,fp80,11.4275,-1.0000,x87_remain,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FPREM1,,80,fp80,14.3975,-1.0000,x87_remain,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FISTTP,m32,80,fp80,9.1446,-1.0000,x87_sse3,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
FISTTP,m64,80,fp80,8.9622,-1.0000,x87_sse3,x87,zen4_x87_complete_2026-04-04.csv,valid,x87
F2XM1,,80,fp80,40.0750,-1.0000,x87_trans,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FCOS,,80,fp80,70.3750,-1.0000,x87_trans,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FPATAN,,80,fp80,90.9750,-1.0000,x87_trans,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FPTAN,,80,fp80,50.2000,-1.0000,x87_trans,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FSCALE,,80,fp80,25.7952,-1.0000,x87_trans,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FSIN,,80,fp80,93.1500,-1.0000,x87_trans,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FSINCOS,,80,fp80,66.5125,-1.0000,x87_trans,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FSQRT,,80,fp80,11.0578,5.4991,x87_trans,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FXTRACT,,80,fp80,3.3388,-1.0000,x87_trans,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FYL2X,,80,fp80,25.9250,-1.0000,x87_trans,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
FYL2XP1,,80,fp80,74.1625,-1.0000,x87_trans,x87,zen4_x87_exhaustive_2026-04-04.csv,valid,x87
