mnemonic,operands,width_bits,latency_cycles,throughput_cycles,category
VPMAXUW,zmm,zmm,512,0.0006,0.2687,arith_minmax
VPMAXUD,zmm,zmm,512,0.0006,0.2727,arith_minmax
VPMAXUQ,zmm,zmm,512,0.0003,0.4891,arith_minmax
VPANDD,zmm,zmm,512,0.0006,0.2694,logic
VPANDND,zmm,zmm,512,0.0003,0.2689,logic
VPORD,zmm,zmm,512,0.0003,0.2692,logic
VPXORD,zmm,zmm,512,0.0006,0.2694,logic
VPTERNLOGD,zmm,zmm,zmm,imm,512,0.4897,0.3022,logic
VPTERNLOGQ,zmm,zmm,zmm,imm,512,0.4897,0.2786,logic
VPSLLW,zmm,imm,512,0.0166,0.2709,shift_imm
VPSLLD,zmm,imm,512,0.0166,0.2692,shift_imm
VPSLLQ,zmm,imm,512,0.0166,0.2698,shift_imm
VPSRLW,zmm,imm,512,0.0163,0.4898,shift_imm
VPSRLD,zmm,imm,512,0.0166,0.4889,shift_imm
VPSRLQ,zmm,imm,512,0.0166,0.4889,shift_imm
VPSRAW,zmm,imm,512,0.0169,0.4891,shift_imm
VPSRAD,zmm,imm,512,0.0166,0.5458,shift_imm
VPSRAQ,zmm,imm,512,0.0163,0.4800,shift_imm
VPSLLVD,zmm,zmm,zmm,512,0.0163,0.2641,shift_var
VPSLLVQ,zmm,zmm,zmm,512,0.0163,0.2636,shift_var
VPSRLVD,zmm,zmm,zmm,512,0.0003,0.4803,shift_var
VPSRLVQ,zmm,zmm,zmm,512,0.0006,0.4805,shift_var
VPSRAVD,zmm,zmm,zmm,512,0.0003,0.4803,shift_var
VPSRAVQ,zmm,zmm,zmm,512,0.0006,0.4805,shift_var
VPROLVD,zmm,zmm,512,0.0163,0.4806,rotate
VPROLVQ,zmm,zmm,512,0.0309,0.4805,rotate
VPRORVD,zmm,zmm,512,0.0159,0.4803,rotate
VPRORVQ,zmm,zmm,512,0.0306,0.4806,rotate
VPCMPEQB,zmm,zmm->k,512,0.0003,0.4811,compare
VPCMPEQW,zmm,zmm->k,512,0.0003,0.4805,compare
VPCMPEQD,zmm,zmm->k,512,0.0006,0.4811,compare
VPCMPEQQ,zmm,zmm->k,512,0.0003,0.4808,compare
VPCMPGTB,zmm,zmm->k,512,3.7928,0.4809,compare
VPCMPGTW,zmm,zmm->k,512,3.3581,0.4809,compare
VPCMPGTD,zmm,zmm->k,512,3.3569,0.4805,compare
VPCMPGTQ,zmm,zmm->k,512,3.4872,0.4819,compare
VPSHUFB,zmm,zmm,512,0.0306,0.4813,shuffle
VPSHUFD,zmm,zmm,imm,512,0.0003,0.3933,shuffle
VPERMD,zmm,zmm,zmm,512,2.4056,0.4814,shuffle
VPERMQ,zmm,zmm,zmm,512,2.4056,0.4816,shuffle
VPERMI2D,zmm,zmm,zmm,512,0.0006,0.7850,shuffle
VPERMI2Q,zmm,zmm,zmm,512,0.0003,0.1208,shuffle
VPERMB,zmm,zmm,512,2.4053,0.4816,shuffle
VPERMI2B,zmm,zmm,zmm,512,0.0003,0.4814,shuffle
VALIGND,zmm,zmm,imm,512,0.0006,0.4827,shuffle
VALIGNQ,zmm,zmm,imm,512,0.0003,0.4828,shuffle
VPUNPCKLBW,zmm,zmm,512,0.1644,0.3670,unpack
VPUNPCKHBW,zmm,zmm,512,0.0163,0.3934,unpack
VPUNPCKLWD,zmm,zmm,512,0.1681,0.3936,unpack
VPUNPCKHWD,zmm,zmm,512,0.0006,0.3667,unpack
VPUNPCKLDQ,zmm,zmm,512,0.0756,0.3358,unpack
VPUNPCKHDQ,zmm,zmm,512,0.0006,0.3936,unpack
VPUNPCKLQDQ,zmm,zmm,512,0.0194,0.4012,unpack
VPUNPCKHQDQ,zmm,zmm,512,0.0003,0.3667,unpack
VPACKUSWB,zmm,zmm,512,0.9622,0.4814,pack
VPACKSSWB,zmm,zmm,512,0.9625,0.4814,pack
VPACKUSDW,zmm,zmm,512,0.9628,0.4813,pack
VPACKSSDW,zmm,zmm,512,0.9678,0.4813,pack
VPBROADCASTB,zmm,512,-1.0000,0.1206,broadcast
VPBROADCASTW,zmm,512,-1.0000,0.1208,broadcast
VPBROADCASTD,zmm,512,-1.0000,0.1205,broadcast
VPBROADCASTQ,zmm,512,-1.0000,0.1205,broadcast
VPCOMPRESSD,zmm{k},512,-1.0000,0.6414,compress
VPCOMPRESSQ,zmm{k},512,-1.0000,0.9211,compress
VPEXPANDD,zmm{k},512,-1.0000,0.9211,expand
VPEXPANDQ,zmm{k},512,-1.0000,0.8200,expand
VPCOMPRESSB,zmm{k},512,-1.0000,0.6412,compress
VPCOMPRESSW,zmm{k},512,-1.0000,0.6412,compress
VPEXPANDB,zmm{k},512,-1.0000,0.6414,expand
VPEXPANDW,zmm{k},512,-1.0000,0.6412,expand
VPCONFLICTD,zmm,512,3.1516,0.8550,conflict
VPCONFLICTQ,zmm,512,3.9600,0.7963,conflict
VPLZCNTD,zmm,512,0.0003,0.4822,conflict
VPLZCNTQ,zmm,512,0.0006,0.4811,conflict
VPOPCNTD,zmm,512,0.9631,0.4825,bitmanip
VPOPCNTQ,zmm,512,0.0003,0.4811,bitmanip
VPOPCNTB,zmm,512,0.9619,0.4809,bitmanip
VPOPCNTW,zmm,512,0.9625,0.4813,bitmanip
VPSHUFBITQMB,zmm,zmm->k,512,-1.0000,0.4816,bitmanip
VPSHLDVD,zmm,zmm,zmm,512,0.0003,0.4816,concat_shift
VPSHLDVQ,zmm,zmm,zmm,512,0.0003,0.4822,concat_shift
VPSHLDVW,zmm,zmm,zmm,512,0.0006,0.4822,concat_shift
VPSHRDVD,zmm,zmm,zmm,512,0.0003,0.4827,concat_shift
VPSHRDVQ,zmm,zmm,zmm,512,0.0003,0.4828,concat_shift
VPSHRDVW,zmm,zmm,zmm,512,0.0003,0.4820,concat_shift
VPDPBUSD,zmm,zmm,zmm,512,1.9272,0.4823,vnni
VPDPBUSDS,zmm,zmm,zmm,512,1.9297,0.4827,vnni
VPDPWSSD,zmm,zmm,zmm,512,1.9278,0.4822,vnni
VPDPWSSDS,zmm,zmm,zmm,512,1.9272,0.4825,vnni
VPMADD52LUQ,zmm,zmm,zmm,512,0.1212,0.2653,ifma
VPMADD52HUQ,zmm,zmm,zmm,512,0.0159,0.0608,ifma
VPMOVZXBW,ymm->zmm,512,0.0459,0.4822,convert
VPMOVZXBD,xmm->zmm,512,0.9641,0.4828,convert
VPMOVZXBQ,xmm->zmm,512,0.0169,0.4830,convert
VPMOVZXWD,ymm->zmm,512,0.0459,0.4823,convert
VPMOVZXWQ,xmm->zmm,512,0.0163,0.4822,convert
VPMOVZXDQ,ymm->zmm,512,0.9637,0.4822,convert
VPMOVSXBW,ymm->zmm,512,0.9628,0.4820,convert
VPMOVSXBD,xmm->zmm,512,1.0972,0.4833,convert
VPMOVSXBQ,xmm->zmm,512,0.0609,0.4833,convert
VPMOVSXWD,ymm->zmm,512,0.9666,0.4834,convert
VPMOVSXWQ,xmm->zmm,512,0.0609,0.4836,convert
VPMOVSXDQ,ymm->zmm,512,0.9669,0.4834,convert
VPGATHERDD,zmm,[base+zmm*4],512,-1.0000,8.2169,gather
VPGATHERDQ,zmm,[base+ymm*8],512,-1.0000,4.6172,gather
VPGATHERQD,ymm,[base+zmm*4],512,-1.0000,4.5912,gather
VPGATHERQQ,zmm,[base+zmm*8],512,-1.0000,4.8331,gather
VPSCATTERDD,[base+zmm*4],zmm,512,-1.0000,11.1175,scatter
VPSCATTERQD,[base+zmm*4],ymm,512,-1.0000,5.8356,scatter
VMOVDQA32,zmm,zmm,512,-1.0000,0.1211,move
VMOVDQU64,zmm,zmm,512,-1.0000,0.1211,move
