backend,format,workload,status,support_tier,median_ms,p90_ms,warmup_runs,measured_runs,checksum,notes
pytorch_cpu,float16,gemm_256,measured,native,6.539708003401756,6.539708003401756,1,1,-6.74609375,device=cpu
pytorch_cpu,float16,reduce_1m,measured,native,0.09258300997316837,0.09258300997316837,1,1,42.25,device=cpu
pytorch_cpu,float32,gemm_256,measured,native,0.04095898475497961,0.04095898475497961,1,1,2.246563196182251,device=cpu
pytorch_cpu,float32,reduce_1m,measured,native,0.0618330086581409,0.0618330086581409,1,1,-206.21368408203125,device=cpu
pytorch_cpu,float64,gemm_256,measured,native,0.12229199637658894,0.12229199637658894,1,1,-23.751205060255955,device=cpu
pytorch_cpu,float64,reduce_1m,measured,native,0.10870798723772168,0.10870798723772168,1,1,-323.5288705196812,device=cpu
pytorch_cpu,bfloat16,gemm_256,measured,native_or_proxy,6.737624993547797,6.737624993547797,1,1,10.3125,device=cpu
pytorch_cpu,bfloat16,reduce_1m,measured,native_or_proxy,0.10674999793991446,0.10674999793991446,1,1,1440.0,device=cpu
pytorch_cpu,int8,gemm_256,measured,native_or_proxy,0.7714999956078827,0.7714999956078827,1,1,-25.0,device=cpu
pytorch_cpu,int8,reduce_1m,measured,native_or_proxy,0.2791250008158386,0.2791250008158386,1,1,-495940.0,device=cpu
pytorch_cpu,uint8,gemm_256,measured,native_or_proxy,0.7700420101173222,0.7700420101173222,1,1,211.0,device=cpu
pytorch_cpu,uint8,reduce_1m,measured,native_or_proxy,0.525166979059577,0.525166979059577,1,1,15500796.0,device=cpu
pytorch_mps,float16,gemm_256,measured,native,0.6183329969644547,0.6183329969644547,1,1,29.09375,device=mps
pytorch_mps,float16,reduce_1m,measured,native,0.584208988584578,0.584208988584578,1,1,-409.75,device=mps
pytorch_mps,float32,gemm_256,measured,native,0.5649160011671484,0.5649160011671484,1,1,6.901388645172119,device=mps
pytorch_mps,float32,reduce_1m,measured,native,0.5904579884372652,0.5904579884372652,1,1,-1001.1090087890625,device=mps
pytorch_mps,float64,gemm_256,error,unsupported_or_proxy,,,,,,TypeError: Cannot convert a MPS Tensor to float64 dtype as the MPS framework doesn't support float64. Please use float32 instead.
pytorch_mps,float64,reduce_1m,error,unsupported_or_proxy,,,,,,TypeError: Cannot convert a MPS Tensor to float64 dtype as the MPS framework doesn't support float64. Please use float32 instead.
pytorch_mps,bfloat16,gemm_256,measured,native_or_proxy,0.6770839972887188,0.6770839972887188,1,1,-18.5,device=mps
