timestamp_utc,step,status,artifact
2026-04-02T06:28:09Z,root_perf_stack,ok,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_root_perf_tranche_20260401_232930/artifacts
2026-04-02T06:28:10Z,collect_remote_artifacts,ok,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_root_perf_tranche_20260401_232930/artifacts
