command,mean,stddev,median,user,system,min,max
/Users/eirikr/Documents/GitHub/steinmarder/src/apple_re/results/tranche1_manual_20260330_r2/cpu_bins/sm_apple_cpu_latency_O3 --iters 5000 --csv,0.0030699998999999998,0.0009676111927622066,0.0033450506999999994,0.0013304000000000002,0.0008314799999999997,0.0020578826999999994,0.0043857587
