probe,iters,unroll,elapsed_ns,ns_per_op,approx_gops
add_dep_u64,200000000,32,4996298708,0.780672,1.280948
fadd_dep_f64,200000000,32,8143887833,1.272482,0.785865
fmadd_dep_f64,200000000,32,10508637583,1.641975,0.609023
