trace,template_name,duration_s,end_reason,target_process_name,target_pid,target_exit_status,target_termination_reason,schema_count
gpu_baseline.trace,Metal System Trace,1.125478,Target app exited,sm_apple_metal_probe_host,23137,0,exit(0),114
gpu_occupancy_heavy.trace,Metal System Trace,1.044852,Target app exited,sm_apple_metal_probe_host,23197,0,exit(0),114
gpu_register_pressure.trace,Metal System Trace,0.909607,Target app exited,sm_apple_metal_probe_host,23221,0,exit(0),114
gpu_threadgroup_heavy.trace,Metal System Trace,0.899851,Target app exited,sm_apple_metal_probe_host,23171,0,exit(0),114
