variant,iters,width,elapsed_ns,ns_per_iter,ns_per_element,checksum
baseline,1,1024,705000,705000.000000,688.476562500,10779883706199008131
threadgroup_heavy,1,1024,689000,689000.000000,672.851562500,13067373461050964246
occupancy_heavy,1,1024,737000,737000.000000,719.726562500,14337981411528687150
register_pressure,1,1024,992000,992000.000000,968.750000000,480914064531870774
