probe,iters,unroll,elapsed_ns,ns_per_op,approx_gops
add_dep_u64,10000,32,185500,0.579688,1.725067
fadd_dep_f64,10000,32,556333,1.738541,0.575195
fmadd_dep_f64,10000,32,743625,2.323828,0.430324
